entryNumber, fileId, fileName, subject, dish, startTimeSeconds, endTimeSeconds, startFrame, endFrame, activity, tool, toolProperties, ingredients, ingredientsProperties, containers, containersProperties, containersSource, containersDestination, className
13571, 264, s37-d21-cam-002, 37, 21, 347.108, 348.809, 10204, 10254, screw openV, hand,,spice-shaker,spice ,,,,,screw openVhandspice shaker
13572, 264, s37-d21-cam-002, 37, 21, 350.952, 354.625, 10317, 10425, spiceV, spice-shaker,,spice,,plate,cucumberpeeledsliced,plate,,spiceVspice shakerspiceplate
13573, 264, s37-d21-cam-002, 37, 21, 354.625, 357.482, 10425, 10509, screw closeV, hand,,spice-shaker,spice ,,,,,screw closeVhandspice shaker
13574, 264, s37-d21-cam-002, 37, 21, 357.482, 364.604, 10509, 10719, arrangeV, hand,,cucumber,peeled sliced ,plate,,plate,,arrangeVhandcucumberplate
13575, 264, s37-d21-cam-002, 37, 21, 364.604, 365.918, 10719, 10757, moveV, hand,,cucumber,peeled sliced ,counter,,counter,plate,moveVhandcucumbercounterplate
13576, 264, s37-d21-cam-002, 37, 21, 365.918, 369.591, 10757, 10865, arrangeV, hand,,cucumber,peeled sliced ,plate,,plate,,arrangeVhandcucumberplate
13577, 264, s37-d21-cam-002, 37, 21, 370.884, 375.646, 10903, 11043, put inV, hand,,spice-shaker,salt ,counter,,counter,spice-holder,put inVhandspice shakerspice shakerspice shakercounterspice holder
13578, 265, s37-d25-cam-002, 37, 25, 3.97, 4.659, 116, 136, enterV, ,,,,,,,,enterV
13579, 265, s37-d25-cam-002, 37, 25, 6.258, 16.224, 183, 476, take outV, hand,,plastic-paper-bag,bread ,fridge,,fridge,counter,take outVhandplastic paper bagfridgecounter
13580, 265, s37-d25-cam-002, 37, 25, 16.632, 20.306, 488, 596, take outV, hand,,cutting-board,,drawer,,drawer,counter,take outVhandcutting boarddrawercounter
13581, 265, s37-d25-cam-002, 37, 25, 20.544, 22.005, 603, 646, closeV, hand,,,,drawer,,drawer,,closeVhanddrawer
13582, 265, s37-d25-cam-002, 37, 25, 22.244, 27.482, 653, 807, take outV, hand,,chefs-knife,,drawer,,drawer,cutting-board,take outVhandchefs knifedrawercutting board
13583, 265, s37-d25-cam-002, 37, 25, 27.857, 31.87, 818, 936, remove from packageV, hand,,bread,,plastic-paper-bag,,plastic-paper-bag,cutting-board,remove from packageVhandbreadplastic paper bagcutting board
13584, 265, s37-d25-cam-002, 37, 25, 32.938, 44.387, 968, 1304, sliceV, chefs-knife,,bread,,cutting-board,,cutting-board,,sliceVchefs knifebreadcutting board
13585, 266, s37-d29-cam-002, 37, 29, 3.537, 5.34, 103, 156, enterV, ,,,,,,,,enterV
13586, 266, s37-d29-cam-002, 37, 29, 6.054, 9.795, 177, 287, take outV, hand,,cutting-board,,drawer,,drawer,counter,take outVhandcutting boarddrawercounter
13587, 266, s37-d29-cam-002, 37, 29, 9.931, 11.304, 291, 332, closeV, hand,,,,drawer,,drawer,,closeVhanddrawer
13588, 266, s37-d29-cam-002, 37, 29, 11.304, 14.319, 332, 420, take outV, hand,,chefs-knife,,drawer,,drawer,cutting-board,take outVhandchefs knifedrawercutting board
13589, 266, s37-d29-cam-002, 37, 29, 17.21, 28.707, 505, 843, rip offV, hand,,chive,,flower-pot,,flower-pot,,rip offVhandchiveflower pot
13590, 266, s37-d29-cam-002, 37, 29, 30.408, 32.891, 893, 966, moveV, hand,,chive,,,,,cutting-board,moveVhandchivecutting board
13591, 266, s37-d29-cam-002, 37, 29, 33.231, 36.224, 976, 1064, arrangeV, hand,,chive,,cutting-board,,cutting-board,,arrangeVhandchivecutting board
13592, 266, s37-d29-cam-002, 37, 29, 36.632, 39.251, 1076, 1153, cut apartV, chefs-knife,,chive,,cutting-board,,cutting-board,,cut apartVchefs knifechivecutting board
13593, 266, s37-d29-cam-002, 37, 29, 39.251, 41.156, 1153, 1209, gatherV, hand,,chive,,cutting-board,,cutting-board,,gatherVhandchivecutting board
13594, 266, s37-d29-cam-002, 37, 29, 42.176, 59.931, 1239, 1761, chopV, chefs-knife,,chive,,cutting-board,,cutting-board,,chopVchefs knifechivecutting board
13595, 266, s37-d29-cam-002, 37, 29, 60.102, 61.768, 1766, 1815, scratch offV, hand,,chive,chopped ,chefs-knife,,chefs-knife,cutting-board,scratch offVhandchivechefs knifecutting board
13596, 266, s37-d29-cam-002, 37, 29, 62.551, 63.809, 1838, 1875, scratch offV, hand,,chive,chopped ,chefs-knife,,chefs-knife,cutting-board,scratch offVhandchivechefs knifecutting board
13597, 266, s37-d29-cam-002, 37, 29, 66.53, 69.421, 1955, 2040, open closeV, hand,,,,cupboard,,cupboard,,open closeVhandcupboard
13598, 266, s37-d29-cam-002, 37, 29, 71.768, 77.551, 2109, 2279, take outV, hand,,bowl,,cupboard,,cupboard,counter,take outVhandbowlcupboardcounter
13599, 266, s37-d29-cam-002, 37, 29, 78.197, 80.408, 2298, 2363, addV, chefs-knife,,chive,chopped ,cutting-board,,cutting-board,bowl,addVchefs knifehandchivecutting boardbowl
13600, 266, s37-d29-cam-002, 37, 29, 80.408, 81.122, 2363, 2384, scratch offV, hand,,chive,chopped ,chefs-knife,,chefs-knife,bowl,scratch offVhandchivechefs knifebowl
13601, 266, s37-d29-cam-002, 37, 29, 81.122, 84.115, 2384, 2472, addV, chefs-knife,,chive,chopped ,cutting-board,,cutting-board,bowl,addVchefs knifehandchivecutting boardbowl
13602, 266, s37-d29-cam-002, 37, 29, 84.387, 87.278, 2480, 2565, scratch offV, hand,,chive,chopped ,chefs-knife,,chefs-knife,bowl,scratch offVhandchivechefs knifebowl
13603, 266, s37-d29-cam-002, 37, 29, 88.911, 91.496, 2613, 2689, washV, hand,,chefs-knife,,,,,,washVhandchefs knife
13604, 266, s37-d29-cam-002, 37, 29, 92.687, 93.469, 2724, 2747, moveV, hand,,towel,,handle,drawer,handle,,moveVhandtowelhandle
13605, 266, s37-d29-cam-002, 37, 29, 93.469, 96.054, 2747, 2823, dryV, towel,,chefs-knife,,,,,,dryVtowelchefs knife
13606, 266, s37-d29-cam-002, 37, 29, 96.156, 96.632, 2826, 2840, moveV, hand,,chefs-knife,,,,,cutting-board,moveVhandchefs knifecutting board
13607, 266, s37-d29-cam-002, 37, 29, 96.972, 99.727, 2850, 2931, hangV, hand,,towel,,,,,handle,hangVhandtowelhandle
13608, 267, s37-d39-cam-002, 37, 39, 4.591, 5.986, 134, 175, enterV, ,,,,,,,,enterV
13609, 267, s37-d39-cam-002, 37, 39, 7.176, 17.04, 210, 500, take outV, hand,,leek,,fridge,,fridge,counter,take outVhandleekfridgecounter
13610, 267, s37-d39-cam-002, 37, 39, 17.482, 21.224, 513, 623, take outV, hand,,cutting-board,,drawer,,drawer,counter,take outVhandcutting boarddrawercounter
13611, 267, s37-d39-cam-002, 37, 39, 21.224, 23.095, 623, 678, closeV, hand,,,,drawer,,drawer,,closeVhanddrawer
13612, 267, s37-d39-cam-002, 37, 39, 23.299, 26.87, 684, 789, take outV, hand,,chefs-knife,,drawer,,drawer,cutting-board,take outVhandchefs knifedrawercutting board
13613, 267, s37-d39-cam-002, 37, 39, 28.605, 37.823, 840, 1111, washV, hand,,leek,,,,,,washVhandleek
13614, 267, s37-d39-cam-002, 37, 39, 39.557, 42.653, 1162, 1253, cut apartV, chefs-knife,,leek,leaves ,cutting-board,,cutting-board,,cut apartVchefs knifeleekcutting board
13615, 267, s37-d39-cam-002, 37, 39, 42.653, 43.809, 1253, 1287, moveV, hand,,leek,leaves piece ,cutting-board,,cutting-board,cutting-board,moveVhandleekcutting boardcutting board
13616, 267, s37-d39-cam-002, 37, 39, 46.088, 87.857, 1354, 2582, chopV, chefs-knife,,leek,leaves ,cutting-board,,cutting-board,,chopVchefs knifeleekcutting board
13617, 267, s37-d39-cam-002, 37, 39, 87.857, 88.911, 2582, 2613, moveV, hand,,leek,,cutting-board,,cutting-board,counter,moveVhandleekcutting boardcounter
13618, 267, s37-d39-cam-002, 37, 39, 88.911, 90.782, 2613, 2668, scratch offV, hand,,leek,leaves chopped ,chefs-knife,,chefs-knife,cutting-board,scratch offVhandleekchefs knifecutting board
13619, 267, s37-d39-cam-002, 37, 39, 90.782, 92.517, 2668, 2719, moveV, hand,,leek,leaves piece ,cutting-board,,cutting-board,cutting-board,moveVhandleekcutting boardcutting board
13620, 267, s37-d39-cam-002, 37, 39, 95.782, 100.442, 2815, 2952, take outV, hand,,frying-pan,,drawer,,drawer,stove,take outVhandfrying pandrawerstove
13621, 267, s37-d39-cam-002, 37, 39, 100.816, 113.231, 2963, 3328, turn onV, hand,,stove,,,,,,turn onVhandstove
13622, 267, s37-d39-cam-002, 37, 39, 113.503, 119.761, 3336, 3520, change temperatureV, hand,,stove,,,,,,change temperatureVhandstove
13623, 267, s37-d39-cam-002, 37, 39, 121.836, 126.292, 3581, 3712, take outV, hand,,bottle,oil ,cupboard,,cupboard,,take outVhandbottlecupboard
13624, 267, s37-d39-cam-002, 37, 39, 126.938, 129.251, 3731, 3799, screw openV, hand,,bottle,oil ,,,,,screw openVhandbottle
13625, 267, s37-d39-cam-002, 37, 39, 129.251, 132.823, 3799, 3904, pourV, bottle,oil ,oil,,frying-pan,,frying-pan,,pourVbottleoilfrying pan
13626, 267, s37-d39-cam-002, 37, 39, 133.061, 135.408, 3911, 3980, screw closeV, hand,,bottle,oil ,,,,,screw closeVhandbottle
13627, 267, s37-d39-cam-002, 37, 39, 136.802, 139.523, 4021, 4101, open closeV, hand,,,,drawer,,drawer,,open closeVhanddrawer
13628, 267, s37-d39-cam-002, 37, 39, 139.523, 142.925, 4101, 4201, take outV, hand,,spatula,,drawer,,drawer,,take outVhandspatuladrawer
13629, 267, s37-d39-cam-002, 37, 39, 144.251, 168.775, 4240, 4961, spreadV, spatula,,oil,,frying-pan,,frying-pan,,spreadVspatulaoilfrying pan
13630, 267, s37-d39-cam-002, 37, 39, 169.523, 173.231, 4983, 5092, addV, hand,,leek,leaves chopped ,cutting-board,,cutting-board,frying-pan,addVhandleekcutting boardfrying pan
13631, 267, s37-d39-cam-002, 37, 39, 173.231, 176.7, 5092, 5194, stirV, spatula,,leek,leaves chopped ,frying-pan,,frying-pan,,stirVspatulaleekfrying pan
13632, 267, s37-d39-cam-002, 37, 39, 178.775, 182.142, 5255, 5354, addV, hand,,leek,leaves chopped ,cutting-board,,cutting-board,frying-pan,addVhandchefs knifeleekcutting boardfrying pan
13633, 267, s37-d39-cam-002, 37, 39, 182.142, 183.129, 5354, 5383, scratch offV, hand,,leek,leaves chopped ,chefs-knife,,chefs-knife,frying-pan,scratch offVhandleekchefs knifefrying pan
13634, 267, s37-d39-cam-002, 37, 39, 183.435, 185.306, 5392, 5447, gatherV, hand,,leek,leaves chopped ,cutting-board,,cutting-board,,gatherVhandchefs knifeleekcutting board
13635, 267, s37-d39-cam-002, 37, 39, 185.306, 188.129, 5447, 5530, addV, hand,,leek,leaves chopped ,cutting-board,,cutting-board,frying-pan,addVhandchefs knifeleekcutting boardfrying pan
13636, 267, s37-d39-cam-002, 37, 39, 189.761, 191.972, 5578, 5643, addV, hand,,leek,leaves chopped ,cutting-board,,cutting-board,frying-pan,addVhandchefs knifeleekcutting boardfrying pan
13637, 267, s37-d39-cam-002, 37, 39, 191.972, 192.687, 5643, 5664, scratch offV, hand,,leek,leaves chopped ,chefs-knife,,chefs-knife,frying-pan,scratch offVhandleekchefs knifefrying pan
13638, 267, s37-d39-cam-002, 37, 39, 192.721, 194.455, 5665, 5716, addV, hand,,leek,leaves chopped ,cutting-board,,cutting-board,frying-pan,addVhandleekcutting boardfrying pan
13639, 267, s37-d39-cam-002, 37, 39, 194.455, 217.312, 5716, 6388, stirV, spatula,,leek,leaves chopped ,frying-pan,,frying-pan,,stirVspatulaleekfrying pan
13640, 267, s37-d39-cam-002, 37, 39, 218.469, 219.761, 6422, 6460, take outV, hand,,spice-shaker,spice ,spice-holder,,spice-holder,,take outVhandspice shakerspice shakerspice holder
13641, 267, s37-d39-cam-002, 37, 39, 222.312, 223.741, 6535, 6577, screw openV, hand,,spice-shaker,salt ,,,,,screw openVhandspice shaker
13642, 267, s37-d39-cam-002, 37, 39, 224.081, 226.054, 6587, 6645, spiceV, spice-shaker,,salt,,frying-pan,leekleaveschopped,frying-pan,,spiceVspice shakersaltfrying pan
13643, 267, s37-d39-cam-002, 37, 39, 226.054, 228.027, 6645, 6703, screw closeV, hand,,spice-shaker,salt ,,,,,screw closeVhandspice shaker
13644, 267, s37-d39-cam-002, 37, 39, 228.265, 229.557, 6710, 6748, screw openV, hand,,spice-shaker,spice ,,,,,screw openVhandspice shaker
13645, 267, s37-d39-cam-002, 37, 39, 229.557, 231.836, 6748, 6815, spiceV, spice-shaker,,spice,,frying-pan,leekleaveschopped,frying-pan,,spiceVspice shakerspicefrying pan
13646, 267, s37-d39-cam-002, 37, 39, 233.129, 234.421, 6853, 6891, spiceV, spice-shaker,,spice,,frying-pan,leekleaveschopped,frying-pan,,spiceVspice shakerspicefrying pan
13647, 267, s37-d39-cam-002, 37, 39, 234.625, 236.258, 6897, 6945, screw closeV, hand,,spice-shaker,spice ,,,,,screw closeVhandspice shaker
13648, 267, s37-d39-cam-002, 37, 39, 236.632, 264.795, 6956, 7784, stirV, spatula,,leek,leaves chopped ,frying-pan,,frying-pan,,stirVspatulaleekfrying pan
13649, 267, s37-d39-cam-002, 37, 39, 265.884, 273.299, 7816, 8034, take outV, hand,,plate,,cupboard,,cupboard,counter,take outVhandplatecupboardcounter
13650, 267, s37-d39-cam-002, 37, 39, 273.503, 276.7, 8040, 8134, stirV, spatula,,leek,leaves chopped ,frying-pan,,frying-pan,,stirVspatulaleekfrying pan
13651, 267, s37-d39-cam-002, 37, 39, 276.7, 278.877, 8134, 8198, turn offV, hand,,stove,,,,,,turn offVhandstove
13652, 267, s37-d39-cam-002, 37, 39, 279.421, 283.775, 8214, 8342, stirV, spatula,,leek,leaves chopped ,frying-pan,,frying-pan,,stirVspatulaleekfrying pan
13653, 267, s37-d39-cam-002, 37, 39, 285.17, 286.054, 8383, 8409, moveV, hand,,bottle,oil ,counter,,counter,counter,moveVhandbottlecountercounter
13654, 267, s37-d39-cam-002, 37, 39, 286.598, 305.068, 8425, 8968, moveV, spatula,,leek,leaves chopped fried ,frying-pan,,frying-pan,plate,moveVspatulaleekfrying panplate
13655, 267, s37-d39-cam-002, 37, 39, 305.374, 309.727, 8977, 9105, arrangeV, spatula,,leek,leaves chopped fried ,plate,,plate,,arrangeVspatulaleekplate
13656, 268, s37-d42-cam-002, 37, 42, 3.571, 4.353, 104, 127, enterV, ,,,,,,,,enterV
13657, 268, s37-d42-cam-002, 37, 42, 5.922, 16.496, 174, 484, take outV, hand,,broccoli,,fridge,,fridge,counter,take outVhandbroccolifridgecounter
13658, 268, s37-d42-cam-002, 37, 42, 17.346, 20.986, 509, 616, take outV, hand,,cutting-board,,drawer,,drawer,counter,take outVhandcutting boarddrawercounter
13659, 268, s37-d42-cam-002, 37, 42, 22.448, 23.571, 659, 692, closeV, hand,,,,drawer,,drawer,,closeVhanddrawer
13660, 268, s37-d42-cam-002, 37, 42, 23.877, 26.292, 701, 772, take outV, hand,,chefs-knife,,drawer,,drawer,cutting-board,take outVhandchefs knifedrawercutting board
13661, 268, s37-d42-cam-002, 37, 42, 29.047, 30.714, 853, 902, open closeV, hand,,,,drawer,,drawer,,open closeVhanddrawer
13662, 268, s37-d42-cam-002, 37, 42, 30.714, 32.687, 902, 960, open closeV, hand,,,,drawer,,drawer,,open closeVhanddrawer
13663, 268, s37-d42-cam-002, 37, 42, 33.299, 35.238, 978, 1035, open closeV, hand,,,,drawer,,drawer,,open closeVhanddrawer
13664, 268, s37-d42-cam-002, 37, 42, 35.442, 38.435, 1041, 1129, take outV, hand,,pot,,drawer,,drawer,counter,take outVhandpotdrawercounter
13665, 268, s37-d42-cam-002, 37, 42, 38.809, 39.931, 1140, 1173, closeV, hand,,,,drawer,,drawer,,closeVhanddrawer
13666, 268, s37-d42-cam-002, 37, 42, 40.68, 42.244, 1195, 1241, take lidV, hand,,lid,,pot,,pot,counter,take lidVhandlidpotcounter
13667, 268, s37-d42-cam-002, 37, 42, 44.557, 56.53, 1309, 1661, fillV, tap,,water,,,,,pot,fillVtapwaterpot
13668, 268, s37-d42-cam-002, 37, 42, 59.863, 61.938, 1759, 1820, put lidV, hand,,lid,,counter,,counter,pot,put lidVhandlidcounterpot
13669, 268, s37-d42-cam-002, 37, 42, 62.142, 63.503, 1826, 1866, turn onV, hand,,stove,,,,,,turn onVhandstove
13670, 268, s37-d42-cam-002, 37, 42, 63.741, 66.428, 1873, 1952, change temperatureV, hand,,stove,,,,,,change temperatureVhandstove
13671, 268, s37-d42-cam-002, 37, 42, 72.221, 74.829, 2123, 2199, cut apartV, chefs-knife,,broccoli,,cutting-board,,cutting-board,,cut apartVchefs knifebroccolicutting board
13672, 268, s37-d42-cam-002, 37, 42, 74.829, 77.312, 2199, 2272, cut apartV, chefs-knife,,broccoli,,cutting-board,,cutting-board,,cut apartVchefs knifebroccolicutting board
13673, 268, s37-d42-cam-002, 37, 42, 77.312, 80.918, 2272, 2378, cut apartV, chefs-knife,,broccoli,,cutting-board,,cutting-board,,cut apartVchefs knifebroccolicutting board
13674, 268, s37-d42-cam-002, 37, 42, 81.632, 83.401, 2399, 2451, cut apartV, chefs-knife,,broccoli,,cutting-board,,cutting-board,,cut apartVchefs knifebroccolicutting board
13675, 268, s37-d42-cam-002, 37, 42, 83.877, 95.918, 2465, 2819, cut apartV, chefs-knife,,broccoli,,cutting-board,,cutting-board,,cut apartVchefs knifebroccolicutting board
13676, 268, s37-d42-cam-002, 37, 42, 96.598, 99.115, 2839, 2913, cut apartV, chefs-knife,,broccoli,,cutting-board,,cutting-board,,cut apartVchefs knifebroccolicutting board
13677, 268, s37-d42-cam-002, 37, 42, 99.897, 102.789, 2936, 3021, cut apartV, chefs-knife,,broccoli,,cutting-board,,cutting-board,,cut apartVchefs knifebroccolicutting board
13678, 268, s37-d42-cam-002, 37, 42, 103.809, 105.646, 3051, 3105, cut apartV, chefs-knife,,broccoli,,cutting-board,,cutting-board,,cut apartVchefs knifebroccolicutting board
13679, 268, s37-d42-cam-002, 37, 42, 106.972, 115.238, 3144, 3387, cut apartV, chefs-knife,,broccoli,,cutting-board,,cutting-board,,cut apartVchefs knifebroccolicutting board
13680, 268, s37-d42-cam-002, 37, 42, 119.081, 130.34, 3500, 3831, cut apartV, chefs-knife,,broccoli,,cutting-board,,cutting-board,,cut apartVchefs knifebroccolicutting board
13681, 268, s37-d42-cam-002, 37, 42, 131.428, 133.605, 3863, 3927, cut apartV, chefs-knife,,broccoli,,cutting-board,,cutting-board,,cut apartVchefs knifebroccolicutting board
13682, 268, s37-d42-cam-002, 37, 42, 135.306, 139.013, 3977, 4086, sliceV, chefs-knife,,broccoli,,cutting-board,,cutting-board,,sliceVchefs knifebroccolicutting board
13683, 268, s37-d42-cam-002, 37, 42, 141.802, 151.734, 4168, 4460, cut apartV, chefs-knife,,broccoli,,cutting-board,,cutting-board,,cut apartVchefs knifebroccolicutting board
13684, 268, s37-d42-cam-002, 37, 42, 154.149, 156.462, 4531, 4599, pull apartV, hand,,broccoli,,cutting-board,,cutting-board,,pull apartVhandbroccolicutting board
13685, 268, s37-d42-cam-002, 37, 42, 156.462, 159.047, 4599, 4675, pull apartV, hand,,broccoli,,cutting-board,,cutting-board,,pull apartVhandbroccolicutting board
13686, 268, s37-d42-cam-002, 37, 42, 161.7, 167.993, 4753, 4938, peelV, chefs-knife,,broccoli,,cutting-board,,cutting-board,,peelVchefs knifebroccolicutting board
13687, 268, s37-d42-cam-002, 37, 42, 168.465, 172.414, 4952, 5068, cut apartV, chefs-knife,,broccoli,,cutting-board,,cutting-board,,cut apartVchefs knifebroccolicutting board
13688, 268, s37-d42-cam-002, 37, 42, 174.421, 177.142, 5127, 5207, peelV, chefs-knife,,broccoli,,cutting-board,,cutting-board,,peelVchefs knifebroccolicutting board
13689, 268, s37-d42-cam-002, 37, 42, 178.775, 181.904, 5255, 5347, cut apartV, chefs-knife,,broccoli,,cutting-board,,cutting-board,,cut apartVchefs knifebroccolicutting board
13690, 268, s37-d42-cam-002, 37, 42, 184.829, 191.36, 5433, 5625, cut apartV, chefs-knife,,broccoli,,cutting-board,,cutting-board,,cut apartVchefs knifebroccolicutting board
13691, 268, s37-d42-cam-002, 37, 42, 192.551, 195.816, 5660, 5756, peelV, chefs-knife,,broccoli,,cutting-board,,cutting-board,,peelVchefs knifebroccolicutting board
13692, 268, s37-d42-cam-002, 37, 42, 202.789, 204.693, 5961, 6017, cut apartV, chefs-knife,,broccoli,,cutting-board,,cutting-board,,cut apartVchefs knifebroccolicutting board
13693, 268, s37-d42-cam-002, 37, 42, 205.544, 210.782, 6042, 6196, cut apartV, chefs-knife,,broccoli,,cutting-board,,cutting-board,,cut apartVchefs knifebroccolicutting board
13694, 268, s37-d42-cam-002, 37, 42, 212.346, 214.251, 6242, 6298, pull apartV, hand,,broccoli,,cutting-board,,cutting-board,,pull apartVhandbroccolicutting board
13695, 268, s37-d42-cam-002, 37, 42, 215.102, 217.142, 6323, 6383, cut apartV, chefs-knife,,broccoli,,cutting-board,,cutting-board,,cut apartVchefs knifebroccolicutting board
13696, 268, s37-d42-cam-002, 37, 42, 217.993, 221.19, 6408, 6502, cut apartV, chefs-knife,,broccoli,,cutting-board,,cutting-board,,cut apartVchefs knifebroccolicutting board
13697, 268, s37-d42-cam-002, 37, 42, 229.387, 232.414, 6743, 6832, throw in garbageV, hand,,garbage,,,,,,throw in garbageVhandgarbage
13698, 268, s37-d42-cam-002, 37, 42, 237.21, 239.795, 6973, 7049, cut apartV, chefs-knife,,broccoli,,cutting-board,,cutting-board,,cut apartVchefs knifebroccolicutting board
13699, 268, s37-d42-cam-002, 37, 42, 246.836, 247.823, 7256, 7285, take lidV, hand,,lid,,pot,water,pot,,take lidVhandlidpot
13700, 268, s37-d42-cam-002, 37, 42, 247.687, 248.877, 7281, 7316, put lidV, hand,,lid,,pot,water,pot,,put lidVhandlidpot
13701, 268, s37-d42-cam-002, 37, 42, 257.278, 259.319, 7563, 7623, cut apartV, chefs-knife,,broccoli,,cutting-board,,cutting-board,,cut apartVchefs knifebroccolicutting board
13702, 268, s37-d42-cam-002, 37, 42, 261.666, 264.523, 7692, 7776, cut apartV, chefs-knife,,broccoli,,cutting-board,,cutting-board,,cut apartVchefs knifebroccolicutting board
13703, 268, s37-d42-cam-002, 37, 42, 266.7, 269.761, 7840, 7930, cut apartV, chefs-knife,,broccoli,,cutting-board,,cutting-board,,cut apartVchefs knifebroccolicutting board
13704, 268, s37-d42-cam-002, 37, 42, 270.986, 272.959, 7966, 8024, cut apartV, chefs-knife,,broccoli,,cutting-board,,cutting-board,,cut apartVchefs knifebroccolicutting board
13705, 268, s37-d42-cam-002, 37, 42, 278.095, 279.863, 8175, 8227, pull apartV, hand,,broccoli,,cutting-board,,cutting-board,,pull apartVhandbroccolicutting board
13706, 268, s37-d42-cam-002, 37, 42, 284.863, 287.891, 8374, 8463, throw in garbageV, hand,,garbage,,,,,,throw in garbageVhandgarbage
13707, 268, s37-d42-cam-002, 37, 42, 289.659, 291.598, 8515, 8572, take lidV, hand,,lid,,pot,water,pot,,take lidVhandlidpot
13708, 268, s37-d42-cam-002, 37, 42, 291.904, 293.911, 8581, 8640, put lidV, hand,,lid,,pot,water,pot,,put lidVhandlidpot
13709, 268, s37-d42-cam-002, 37, 42, 300.272, 302.687, 8827, 8898, cleanV, towel,,stove,,,,,,cleanVtowelstove
13710, 268, s37-d42-cam-002, 37, 42, 304.049, 309.625, 8939, 9102, hangV, hand,,towel,,,,,handle,hangVhandtowelhandle
13711, 268, s37-d42-cam-002, 37, 42, 311.768, 316.666, 9165, 9309, take lidV, hand,,lid,,pot,water,pot,counter,take lidVhandlidpotcounter
13712, 268, s37-d42-cam-002, 37, 42, 318.367, 333.333, 9359, 9799, addV, hand,,broccoli,,cutting-board,,cutting-board,pot,addVhandbroccolicutting boardpot
13713, 268, s37-d42-cam-002, 37, 42, 337.585, 339.251, 9924, 9973, open closeV, hand,,,,drawer,,drawer,,open closeVhanddrawer
13714, 268, s37-d42-cam-002, 37, 42, 339.366, 342.074, 9977, 10056, take outV, hand,,spatula,,drawer,,drawer,,take outVhandspatuladrawer
13715, 268, s37-d42-cam-002, 37, 42, 342.857, 345.612, 10079, 10160, stirV, spatula,,broccoli,,pot,,pot,,stirVspatulabroccoliwaterpot
13716, 268, s37-d42-cam-002, 37, 42, 346.53, 348.707, 10187, 10251, put lidV, hand,,lid,,counter,,counter,pot,put lidVhandlidcounterpot
13717, 268, s37-d42-cam-002, 37, 42, 349.047, 350.068, 10261, 10291, moveV, hand,,spatula,,cutting-board,,cutting-board,counter,moveVhandspatulacutting boardcounter
13718, 268, s37-d42-cam-002, 37, 42, 352.04, 357.448, 10349, 10508, throw in garbageV, cutting-board,,garbage,,,,,,throw in garbageVcutting boardgarbage
13719, 268, s37-d42-cam-002, 37, 42, 358.605, 360.17, 10542, 10588, moveV, hand,,spatula,,counter,,counter,cutting-board,moveVhandspatulacountercutting board
13720, 268, s37-d42-cam-002, 37, 42, 361.462, 365.204, 10626, 10736, take outV, hand,,frying-pan,,drawer,,drawer,stove,take outVhandfrying pandrawerstove
13721, 268, s37-d42-cam-002, 37, 42, 367.108, 369.455, 10792, 10861, change temperatureV, hand,,stove,,,,,,change temperatureVhandstove
13722, 268, s37-d42-cam-002, 37, 42, 371.496, 375.986, 10921, 11053, take outV, hand,,bottle,oil ,cupboard,,cupboard,,take outVhandbottlecupboard
13723, 268, s37-d42-cam-002, 37, 42, 378.469, 382.789, 11126, 11253, change temperatureV, hand,,stove,,,,,,change temperatureVhandstove
13724, 268, s37-d42-cam-002, 37, 42, 384.489, 385.986, 11303, 11347, screw openV, hand,,bottle,oil ,,,,,screw openVhandbottle
13725, 268, s37-d42-cam-002, 37, 42, 387.482, 389.727, 11391, 11457, pourV, bottle,oil ,oil,,frying-pan,,frying-pan,,pourVbottleoilfrying pan
13726, 268, s37-d42-cam-002, 37, 42, 391.224, 394.421, 11501, 11595, screw closeV, hand,,bottle,oil ,,,,,screw closeVhandbottle
13727, 268, s37-d42-cam-002, 37, 42, 397.21, 401.904, 11677, 11815, spreadV, frying-pan,,oil,,frying-pan,,frying-pan,,spreadVfrying panoilfrying pan
13728, 268, s37-d42-cam-002, 37, 42, 402.244, 405.068, 11825, 11908, stirV, spatula,,oil,,frying-pan,,frying-pan,,stirVspatulaoilfrying pan
13729, 268, s37-d42-cam-002, 37, 42, 407.891, 408.707, 11991, 12015, moveV, hand,,chefs-knife,,counter,,counter,cutting-board,moveVhandchefs knifecountercutting board
13730, 268, s37-d42-cam-002, 37, 42, 409.421, 413.945, 12036, 12169, take lidV, hand,,lid,,pot,broccoli,pot,counter,take lidVhandlidpotcounter
13731, 268, s37-d42-cam-002, 37, 42, 417.21, 418.911, 12265, 12315, open closeV, hand,,,,drawer,,drawer,,open closeVhanddrawer
13732, 268, s37-d42-cam-002, 37, 42, 419.353, 434.115, 12328, 12762, take outV, hand,,colander,,drawer,,drawer,sink,take outVhandcolanderdrawersink
13733, 268, s37-d42-cam-002, 37, 42, 437.21, 445.374, 12853, 13093, addV, pot,,broccoli,cooked ,pot,,pot,colander,addVpotbroccolipotcolander
13734, 268, s37-d42-cam-002, 37, 42, 449.217, 455.578, 13206, 13393, addV, spatula,,broccoli,,pot,,pot,colander,addVspatulabroccolipotcolander
13735, 268, s37-d42-cam-002, 37, 42, 458.605, 463.061, 13482, 13613, spreadV, frying-pan,,oil,,frying-pan,,frying-pan,,spreadVfrying panoilfrying pan
